"title","body","labels","assignees","milestone","state","state_reason"
"Common list","TEST: Patrol system works with OnDamage and reset works - RESULT: works","","","","completed",""
"Common list","DeathCamera: doesnt pan to Hero location! / might bug when using /cam dev (normal Wc3 camera non-locked camera)","","","","notStarted",""
"Common list","HeroDeathAnimation - animations get stuck to 0% after death","","","","notStarted",""
"Common list","Mana Wrait: give magic abilities for attacks","","","","completed",""
"Common list","insert some fireflies - maybe as doodads that will be randomly played Stand / Death","","","","notStarted",""
"Common list","Nazgrek Generic Greet Farewell triggers need to return wait ExSoundDuration before X npc will reply his farewell line","","","","completed",""
"Common list","Current track doesnt return the track name","","","","completed",""
"Common list","testing fireflies in Twilight grove","","","","notStarted",""
"Common list","kaelthir wrong dialog01 run + no wait time for nazgrek greet?","","","","completed",""
"Common list","mana wraith does take damage from physical dmg, but does not from spells? inversed - maybe easiest to just use DamageEngine","","","","completed",""
"Common list","remove debug message of generic item type","","","","notStarted",""
"Mordrax","Create Patrol waypoints / and triggers","","","","completed",""
"Mordrax","Create Mordrax specific abilities","","","","notStarted",""
"Mordrax","Mordrax flying heigh when patrolling and flying heigh to combat when fighting against some","","","","completed",""
"Mordrax","Mordrax WP regions","","","","completed",""
"Mordrax","Mordrax Start Patrol trigger - use TravelShip jass script as base to make it quickly","","","","completed",""
"Mordrax","use patrol style loop 0 (a-b-c-a-b-c style)","","","","completed",""
"Mordrax","Ability: flame strike","","","","notStarted",""
"Mordrax","Ability: flame ball similar Fire lord boss?","","","","notStarted",""
"Mordrax","Ability: call whelps - whelps will spawn some distance of Mordrax and will come to aid him (remember to set max limit of units if it triggers again)","","","","notStarted",""
"Mordrax","Mordax movement speed fucking quick during patrol - fix it","","","","completed",""
"Mordrax","Mordrax flying height during patrol (at least at start) is low (predefined height from Object editor) OR because the unit is not flying type","","","","completed",""
"Mordrax","When attacked it immediately tries to Reset, and also it seems to try go initial patrol waypoint??? add debug messages to Attacked/attacking /reset triggers","","","","completed",""
"Mordrax","Ember salamander = flee to false","","","","completed",""
"Mordrax","Mordrax tries to constantly return to its original location, is the Start trigger wrong - only should be called after 5s game time and when unit is respawned","","","","completed",""
"Mordrax","Mordrax unit type code in creep assigment jass is wrong!","","","","completed",""
"Mordrax","Mordrax flying high not set low enough when attack/attacking","","","","notStarted",""
"Mordrax","Mordrax attack speed too slow","","","","completed",""
"Mordrax","Mordrax weird animations when attacking (maybe because of some generic Dragon animation related TRIGGERS","","","","notStarted",""
"Mordrax","Mordrax should be neutral?","","","","notStarted",""
"Mordrax","Mordrax can only be attacked if its webbed first - Need to obtain Web item somewhere","","","","notStarted",""
"Mordrax","Mordrax not casting abilities? Wip","","","","notStarted",""
"Mordrax","Mordrax to have ability to take unit (UnitAttach) and fly to random point then drop the unit, the unit will take ""fall"" damage","","","","notStarted",""
"Mordrax","Mordrax flying height doesnt get lower when attacked/attacking","","","","notStarted",""
"Mordrax","Mordrax Reset -trigger is not run when it should be (no enemy players near / no combat,...)=","","","","completed",""
"Mordrax","Mordrax doesnt move now at all.............. something wrong with patrolSystem movestyle ""attack?","","","","completed",""
"Mordrax","Mordrax HP to be reset when when Reset triggers","","","","completed",""
"Mordrax","debug mordrax patrol","","","","completed",""
"Mordrax","debug mordrax movestyle","","","","completed",""
"Mordrax","mordrax with movestyle move works","","","","completed",""
"Mordrax","mordrax flying heigh is not set lower when attacked","","","","notStarted",""
"Mordrax","Add respawn function to Mordrax - note: need to add call patrol start function similar from Creep Unit Assignment jass script","","","","completed",""
"Mordrax","Sounds voicefiles from Lotr dragon?","","","","notStarted",""
"HELPER: Triggers Turn / RUN","TURN ON: call EnableTrigger(gg_trg_Whelps_of_Destruction_Create)","","","","notStarted",""
"HELPER: Triggers Turn / RUN","RUN: call TriggerExecute(gg_trg_Whelps_of_Destruction_Create)","","","","notStarted",""
"HELPER: Triggers Turn / RUN","TURN OFF: call DisableTrigger(gg_trg_Whelps_of_Destruction_Create)","","","","notStarted",""
"HELPER: Triggers Turn / RUN","=== many times faster doing it like this! Except have to be careful with spaces in trigger name","","","","notStarted",""
"HELPER: Triggers Turn / RUN","RUN: call ConditionalTriggerExecute( gg_trg_Add_Secret )","","","","notStarted",""
"GrumBloodfang","Create Nazgrek voicelines and audio files","","","","notStarted",""
"GrumBloodfang","Edit xxx parts Nazgrek voicelines and select audios in triggers WE","","","","notStarted",""
"GrumBloodfang","Spearmen will warn about Drake attacking them","","","","completed",""
"GrumBloodfang","Add item drops for Whelp Scale","","","","completed",""
"GrumBloodfang","Add item drops for / mechanique for Dragon Eggs (kill egg - egg drops egg?) OR spawn Dragon Eggs like Ore veins? - Added temporary item spawn when killing egg","","","","notStarted",""
"GrumBloodfang","Add quest update for Mordaxs scale","","","","completed",""
"GrumBloodfang","Drake Attack - Only Cinematic lines when player is in range of 600-1000 of Grum","","","","completed",""
"GrumBloodfang","Camera angle bad - see if the rotation offset is 0 or 180 OR is it because of incorrect logic in the DialogCamera system itself","","","","notStarted",""
"GrumBloodfang","typo in ""The Emperpeak Highland...."" when accept Whelp of Destruction","","","","completed",""
"GrumBloodfang","Grum can be selected when he was in combat, see if GSVM combat check is properly set in trigger - it is, but test","","","","completed",""
"GrumBloodfang","Drake Attack - attack GrumPoint set to the drake spawn point.... fix this","","","","completed",""
"GrumBloodfang","Change Orc Spearman to be level 12 units","","","","completed",""
"GrumBloodfang","Grum Poisong Sting ability seems too big missile","","","","notStarted",""
"GrumBloodfang","Add orb of venom style ability to grum without missile","","","","notStarted",""
"GrumBloodfang","Edit item drops for Whelp scales to be more easier? Every whelp will drop scale or 1/2 chance","","","","completed",""
"GrumBloodfang","Make Grum have more HP OR regen HP much faster OR set full HP after combat ends / drake spawns?","","","","completed",""
"GrumBloodfang","Whelp Scale - only edited level 20 version whelps drop chance......................","","","","completed",""
"GrumBloodfang","Need more whelps","","","","notStarted",""
"GrumBloodfang","Whelp quest can not be completed - Need to have Whelp Scale to max 10 stack, because WC3 cant know that player has 10 of them when they are in different stacks 4+6","","","","completed",""
"GrumBloodfang","Quest update when all items gathered might need short 0.1s wait time before checking items greater than check","","","","completed",""
"GrumBloodfang","interval of drake attack to longer","","","","completed",""
"GrumBloodfang","Only 1 Whelp Scale was removed when completing quest","","","","completed",""
"GrumBloodfang","there is typo in Whelps of Destruction","","","","completed",""
"GrumBloodfang","Somehow there is 2 Whelps of Destruction quests - other gets completed????? Same of Dragon Egg Hunt - Johtui siitä että ei ajanut triggereitä käskyllä: ConditionalTriggerExecute()","","","","completed",""
"GrumBloodfang","Quest Drake Hunt was not discovered, but quest icon system seemed to register after Accept Quest dialog","","","","completed",""
"GrumBloodfang","Whelps of Destruction Update - triggered only when player has 10 items in inventory and then picks up the 11th","","","","completed",""
"GrumBloodfang","Whelps of Destruction Update - Trigger is triggered twice - trying with Turn off/turn on functions - maybe this was because we need to disable Item Stack system then enable it at the end?","","","","completed",""
"GrumBloodfang","Whelps of Destruction Update - add ""- "" to ""All whelp scales collected""","","","","completed",""
"GrumBloodfang","Note: Quest Icon correctly is now Yellow Question mark on map, but on the unit question mark is still grey - Because QuestTypeTemp was ""Normal"" instead should be ""normal"" - this must be changed to Kribugs, AtexBlix, BoomBrothers triggers also","","","","notStarted",""
"GrumBloodfang","Note: Quest icon correctly updates to Exclamation mark on map and the unit after completing quest and there is new quest available","","","","completed",""
"GrumBloodfang","Dragon Egg Hunt Update - triggered not triggered","","","","completed",""
"GrumBloodfang","Note: Dragon Egg Hunt correctly removes 6 eggs and does not leave left over items","","","","completed",""
"GrumBloodfang","Drake Hunt - Description should be improved; ""Hunt down red drakes around Emberpeak Highlands.","","","","completed",""
"GrumBloodfang","Drake Hunt Update - not updating kills to 1 / 6 on first kill, instead stays 0 / 6 - also on other kills","","","","completed",""
"GrumBloodfang","Remove Red Dragon from Emberpeaks, only drakes whelps and Mordrax + the flying dragons","","","","completed",""
"GrumBloodfang","Still Whelps of Destruction double triggering - check some Jinzun quest / Item equip related error sounds etc. is there need to disable Item Stack system temporairly","","","","completed",""
"GrumBloodfang","Test with Bool ""EasyItem_SystemActive"" == false in conditions >>> This helped, but only after player picked the 11th item","","","","completed",""
"GrumBloodfang","maybe we need to add switch some places in the update trigger or use waits...","","","","completed",""
"GrumBloodfang","...so now Dragon Egg quest update doesnt work because it expects 7th charge, but there isnt because max charge is 6","","","","completed",""
"GrumBloodfang","Whelps completion works if player has 10 scales, but UPDATE quest doesnt work","","","","completed",""
"GrumBloodfang","Dragon Eggs completion works if player has 6 eggs, but UPDATE doesnt","","","","completed",""
"GrumBloodfang","After all Grum quest all completed, MAP icon for him stays yellow question mark; the mark should be completely gone","","","","notStarted",""
"GrumBloodfang","Some Drake Attack event related lines are heard despite hero not at zone","","","","completed",""
"GrumBloodfang","With New Easy Item system, quest update trigg works when e.g. 11 scales or 7 eggs","","","","completed",""
"GrumBloodfang","it worked with 6 eggs, (but maybe because i dropped 6 charges to ground then picked when quest was active)","","","","completed",""
"GrumBloodfang","when eggs update trigg is activated, it does not complete the req","","","","completed",""
"GrumBloodfang","Nazgrek_0307 ""what are you going to do with eggs"" missing","","","","completed",""
"GrumBloodfang","Quest Completed mark on map after Desolator quest (the map icon should be removed as well because no available / unfinished quests) - check the jass with chatgpt","","","","notStarted",""
"GrumBloodfang","Added 0.10s wait before checking charges in inventory - NO EFFECT - REMOVE WAIT","","","","completed",""
"GrumBloodfang","added RemoveQuest function to Desolator q Complete - might need to remove each quest at completion (when quest state is set to 4)","","","","notStarted",""
"GrumBloodfang","DInv item check from inventory worked - USE FOR other similar fetch quests","","","","notStarted",""
"GrumBloodfang","Also need to remove those items of type from inventory","","","","completed",""
"GrumBloodfang","Dragon Egg quest update didnt work, but probably not yet EDITED as to be Whelps of Dragons fetch - Complete did thought","","","","completed",""
"GrumBloodfang","Think if the fetching of item types + removing of items could be done in easy fast way - probably not any faster by using single custom script ""call ...."" and trying to set item manually there etc","","","","completed",""
"GrumBloodfang","Still Quest Icon on map, marker on unit is correctly gone thought","","","","notStarted",""
"WoW-Converter","If need models, use this to create wc3 convert model, with desired 1h,2h, unarmed, ... parameters","","","","notStarted",""
"WoW-Converter","Models:","","","","notStarted",""
"WoW-Converter","Anveena - to be used as Riverbane citizen","","","","notStarted",""
"WoW-Converter","Use tools Dressing room and warrior classic etc collections to create custom model","","","","notStarted",""
"WoW-Converter","Follow instructions on Hiveworkshop, need to enable RCP server with port","","","","completed",""
"WoW-Converter","Wowexport / local toiminnolla pitäs pystyä classic model käyttämään","","","","notStarted",""
"Preload Abilities","Create ability preloader units that will have all custom abilities and will then be removed on Map Init","","","","completed",""
"Preload Abilities","Preplace all custom units in the corner of the map and remove them during Map Init","","","","completed",""
"Wc3 rebirth mod","What skins map currently uses","","","","notStarted",""
"Wc3 rebirth mod","What models map currently uses","","","","notStarted",""
"Wc3 rebirth mod","What is the size of these ?","","","","notStarted",""
"Wc3 rebirth mod","Propably too much","","","","notStarted",""
"Wc3 rebirth mod","1 option would be to use Kenshins classic mod and take all terrain / doodad models used from rebirth mod and import them into map?","","","","notStarted",""
"EmberCraft notes","EmberCraft has good looking trees - where are they from","","","","notStarted",""
"EmberCraft notes","Cliff - can be copied?","","","","notStarted",""
"EmberCraft notes","See style of using GlowOrange + Torch dropped in ground used in empty fireplace to greate good looking fireplace effect","","","","notStarted",""
"EmberCraft notes","Take notes also on glow/fog effects","","","","notStarted",""
"EmberCraft notes","Buildings for Havencity?","","","","notStarted",""
"EmberCraft notes","nice interior doodads","","","","notStarted",""
"EmberCraft notes","Loot closes item near the current Hero using Spacebar - nice idea","","","","notStarted",""
"EmberCraft notes","When Right-Mouse click is On, set the unit to follow the mouse","","","","notStarted",""
"EmberCraft notes","See many systems / Scripts that could be useful","","","","notStarted",""
"EmberCraft notes","Below are some:","","","","notStarted",""
"EmberCraft notes","\Control\Mouse","","","","notStarted",""
"EmberCraft notes","\Interface\Minimap - See chatgpt for normal map implementation","","","","notStarted",""
"EmberCraft notes","See chatgpt for instructions to export minimap of the wc3map and then slice the image into smaller 30x30 images - how to use/run the Python script?","","","","notStarted",""
"EmberCraft notes","There is that lua minimap? Maybe utilize that / combine techniques","","","","notStarted",""
"Doodads / models","Crypt https://www.hiveworkshop.com/threads/dungeon-wall-catacomb-stone-mine-hell.274488/","","","","notStarted",""
"Doodads / models","Shovel https://xgm.guru/p/wc3/Mine-Shovel-YLM","","","","completed",""
"Doodads / models","Webbed victim for quest: https://www.hiveworkshop.com/threads/webbed-victim.357816/","","","","completed",""
"ItemDropLocation / special","Use these models to indicate with color? https://www.hiveworkshop.com/threads/target-and-circle-indicator-tc-vfx.349193/","","","","notStarted",""
"ItemDropLocation / special","Or https://www.hiveworkshop.com/threads/skill-indicator.357350/","","","","notStarted",""
"ItemDropLocation / special","Models to test (now imported): Skill_Indicator_xx.mdx","","","","notStarted",""
"ItemDropLocation / special","Models to test (now imported): CircleIndicator_TC_100.mdx","","","","notStarted",""
"ItemDropLocation / special","Models to test (now imported): TargetIndicator_XXX.mdx","","","","notStarted",""
"ItemDropLocation / special","Circle/Target indicator should be more better for ItemDropLocation as it could be clicked, but https://www.hiveworkshop.com/threads/skill-indicator.357350/ can be useful for AoE etc incoming damage visual effect","","","","notStarted",""
"QUICK NOTES","DELEE ABBEY.BLP and related stuff","","","","completed",""
"QUICK NOTES","see if more unused imports","","","","notStarted",""
"QUICK NOTES","IDEA to test: Musics to be removed from Map Imports and instead to be installed in WC3 directory and then used from there? This would hugely remove the map size","","","","notStarted",""
"QUICK NOTES","Witch unit death animation not working - wrong death times in object editor or model made poorly, if not getting working - REMOVE MODEL from imports - now works but unit disappears after death time","","","","completed",""
"QUICK NOTES","ItemDropLOcation has Unit sound - remvoe","","","","completed",""
"QUICK NOTES","ItemDropLocation height too high","","","","completed",""
"QUICK NOTES","ItemDropLocation has no inventory","","","","completed",""
"QUICK NOTES","Copy latest DialogCamera to map that no longer has static 345 angle, instead we put it without offset","","","","completed",""
"QUICK NOTES","Threat system this or other: https://www.hiveworkshop.com/threads/rpg-threat-system-v3-2c.248858/","","","","notStarted",""
"QUICK NOTES","UnitHider causes lag (together with AI states) - troubleshoot with ChatGPT","","","","notStarted",""
"QUICK NOTES","Make Global Dialog buttons: Farewell, Decline, Quest1, Quest2, Quest3, Quest4, Quest5, Quest6, Quest7, Quest8, Trade, Random, Info, Follow, Stop, etc. - Use just these, no need to create QuestGiver1Farewell, QuestGiver2Farewell, etc. variables","","","","completed",""
"QUICK NOTES","Zones - Ambient - Need a way to remove the ambient sound from zone that the Player no longer is in / switched to other zone","","","","notStarted",""
"QUICK NOTES","Kribugs Trade / Barrel Explosive Rocks - Floating text old text doesnt get destroyed / lifespan seems to not work???","","","","completed",""
"QUICK NOTES","ItemDropLocation unit - cant move item to its inventory, needs somekind of model with proper size hitbox - test first with some Placeholder model","","","","completed",""
"QUICK NOTES","ItemDropLocation unit - needs to have life 9999999 and be invulnerable","","","","completed",""
"QUICK NOTES","BoomBrotherMine - if leaving Rx area, only turn those units passive that are not close to player1 or player2 units","","","","completed",""
"QUICK NOTES","Sea turtle doestn make any sound","","","","completed",""
"QUICK NOTES","Moknatha Battle: Not fair currently, ogres are not proper level + Catapults should shoot incoming orcs with almost instant death","","","","completed",""
"QUICK NOTES","No entered text when entering Seneraglade again?? And same for Twilight Grove, so something wrong with the conditions","","","","notStarted",""
"QUICK NOTES","Night/day normal WC3 sounds should be removed, especially when in Dungeon or etc.","","","","notStarted",""
"QUICK NOTES","Cutout/distance for ambient sounds too high? Ocean can be heard all the way to Crypt","","","","notStarted",""
"QUICK NOTES","Ambient sound should be Loop? - testing with ocean","","","","notStarted",""
"QUICK NOTES","Utilize Global Dialog variables ""DialogBTN_xxx"" for all DialogNPCs (quest givers, etc.)","","","","notStarted",""
"QUICK NOTES","Zone Ambient wc3 sound change - see: https://www.hiveworkshop.com/threads/custom-sound-environment-sound-paths.321708/","","","","notStarted",""
"QUICK NOTES","ItemDrop location unit has to friendly with player OR player's own unit","","","","completed",""
"QUICK NOTES","Sirensong orc ogre catapult craters, can you make doodad outof catapult artillery ground effect?","","","","completed",""
"QUICK NOTES","Sirensong ogres spawn location wrong for attack waves","","","","completed",""
"QUICK NOTES","DeathCamera angle should more upwards (like 290 but not 270)","","","","completed",""
"QUICK NOTES","Giving items to Neutral Heroes (can have negative side effects) https://www.hiveworkshop.com/threads/give-item-to-neutral-passive-1rep.240490/","","","","completed",""
"QUICK NOTES","For Player 1 (Red), turn Friendly spell targeting On toward Neutral Passive","","","","completed",""
"QUICK NOTES","^ This means you cant attack with damaging spells against Neutral Passive- so best would be to make the ItemDropLocation units Player (Neutral) / or something else","","","","completed",""
"QUICK NOTES","Create Debug trigger to create Neutral Player 17 ItemDropLocation unit on position of camera / Nazgrek","","","","completed",""
"QUICK NOTES","Use command "" debug itemdroplocation 1 "" or "" debug itemdroplocation 2 ""","","","","completed",""
"QUICK NOTES","QuestIcon: Quest Icons on map show but the effects marks dont show for other units than BoomBrothers - maybe this is issue of temp Quest ID that is 9999 for all? Should we modify the system to have ability to create dummy quest mark/icon without the need","","","","completed",""
"QUICK NOTES","to have quest ID? This would only be tied to that unit-","","","","completed",""
"QUICK NOTES","Note: there seems to be CreateDummyQuestIcon(unit, questype, queststate)","","","","completed",""
"QUICK NOTES","and RemoveDummyQuestIco(unit)","","","","completed",""
"QUICK NOTES","Previosly created dummy icons/marks should be removed and replaced with this new function","","","","completed",""
"QUICK NOTES","debug itemdroplocation 1 worked -> this means that the trigger function ""set friendly spells, ..."" must be set at later stage in the init - more like after 5s gameplay time etc.","","","","completed",""
"QUICK NOTES","No quest marks at all!","","","","completed",""
"QUICK NOTES","Interface / Dialog sounds must have short wait before playing, is 0.1s enough? - test","","","","completed",""
"QUICK NOTES","BoomMine rocks barrel - remove chicken sound from Barrel of Explosives unit","","","","completed",""
"QUICK NOTES","BoomMine rocks - no special fire explosion was shown","","","","completed",""
"QUICK NOTES","BoomMine rocks - Barrel of Explosion was not killed","","","","completed",""
"QUICK NOTES","BoomMine rocks - goblins at other side of rocks not attacking / turned to hostile","","","","completed",""
"QUICK NOTES","BoomMine Rx leaves - condition to range check seems to work poorly and not at all","","","","completed",""
"QUICK NOTES","BoomMine Rocks - make the Barrel of Explosives be owned by player 1 - should already be","","","","completed",""
"QUICK NOTES","BoomMineRocks - make the barrel of explosives have less hp (50 hp)","","","","completed",""
"QUICK NOTES","Fix and Update QuestIcon system script issues  - CHECK","","","","completed",""
"QUICK NOTES","Kribugs seems to be the only npc - which has problems with QuestMark Special EFFECT - it does work for other units","","","","notStarted",""
"QUICK NOTES","Barrel of Explosives unit can move - change movement type to NONE","","","","completed",""
"QUICK NOTES","BoomMine goblins, some goblins are staying neutral passive / should be initially set as Neutral Hostile","","","","notStarted",""
"QUICK NOTES","Test debug commands","","","","completed",""
"QUICK NOTES","debug kribugs questmark","","","","completed",""
"QUICK NOTES","debug change kribugs","","","","completed",""
"QUICK NOTES","itemdrop location unit should drop ALL other IRRELEVANT ITEMS","","","","completed",""
"QUICK NOTES","Even with debug commands / replacing Kribugs model with footman, quest mark special effect is not shown???+","","","","completed",""
"QUICK NOTES","Jinzun still continue movement when he should be PAUSED","","","","notStarted",""
"QUICK NOTES","ItemSearch function now works, set Debug in script to ""false""","","","","completed",""
"QUICK NOTES","DialogCamera sometimes ignores Destructibles and places the camera inside the destrucibles when it should rotate180, maybe even add check that if the other way is also blocked - then camera fill be rotated 90, and if that is blocked then rotate final 180","","","","notStarted",""
"QUICK NOTES","QuestIcon system - it seems that Repeatable quest uses wrong QuestionMark grey and NOT Blue QuestionMark - THIS OK - It will show it as BLUE IF changing the questState to 5 (ready to turn in) for these kind of quests types","","","","notStarted",""
"QUICK NOTES","Create Webbed Victim unit","","","","completed",""
"QUICK NOTES","Create Shovel -items variations - considered as 2h axe","","","","notStarted",""
"QUICK NOTES","Webbed Victim model needs to be edited - it currently contains the animated model and static model - need to remove the static model","","","","notStarted",""
"QUICK NOTES","Add option to hide quest icons / control point ally (flight points) from the MINIMAP - how difficult to do escpecially questIcon system? - QuestIcon system would need function that will take bool true/false disable icons on map?","","","","notStarted",""
"QUICK NOTES","Boom Mine Rock Destroy splash damage to be greater range + more damage?","","","","completed",""
"QUICK NOTES","Other options would be to in sequence periodically display Quest Icons on Map for X amount time -> then nothing -> then display Flight points on map for X amount time -> nothing -> repeat?","","","","notStarted",""
"QUICK NOTES","Shovel item attach did not work - wrong attach point?","","","","completed",""
"QUICK NOTES","No splash damage was caused by Rocks Destroy trigger - wrong unit variables / etc","","","","completed",""
"QUICK NOTES","When moving to Mine - BAG unit staying at the entrance - not following Nazgrek","","","","notStarted",""
"QUICK NOTES","UnitAttach X, Y Z positions not that good on ship, have to test with several values","","","","notStarted",""
"QUICK NOTES","Bridge not working properly in Sirensong (top part platforms active, but not really active as side pathing blockers are not active","","","","notStarted",""
"QUICK NOTES","If unit is attached to unit - the Target unit / unit carrying will move with spikes (not smooth)","","","","notStarted",""
"QUICK NOTES","Camera lock was reset - when reaching deck without actually being at the selected deck","","","","notStarted",""
"QUICK NOTES","Camera lock was reset - when reaching deck without actually being at the selected deck","","","","notStarted",""
"QUICK NOTES","Camera stutters because camera is fixed to attached unit, make it instead be locked to the TravelShip (needs calling / disabling normal camera etc.","","","","notStarted",""
"QUICK NOTES","why does Nazgrek (attached unit) move when attached??? causes issues","","","","notStarted",""
"QUICK NOTES","TEST: music debugs now (there was misspell in folder path","","","","completed",""
"QUICK NOTES","CONTINUE: GRUM BLOODFANG AI voice generation and quest/dialog triggers","","","","completed",""
"QUICK NOTES","almost finished all Grum quest/dialog related triggers until string visual bug?","","","","completed",""
"Map size / sounds","Remove huge files","","","","completed",""
"Map size / sounds","Remove unused files - music files in main focus","","","","completed",""
"Map size / sounds","Possible to music in wc3\retail\sounds folder?","","","","completed",""
"Map size / sounds","There are external music jass / info how to use","","","","notStarted",""
"Map size / sounds","If this is possible / transform all music files there","","","","notStarted",""
"Map size / sounds","Best would also be if dialogs would be placed there with respective Unit names etc","","","","notStarted",""
"Map size / sounds","Hiveworkshop Local Sound Stuff / Detecting if external file exists","","","","notStarted",""
"Map size / sounds","https://www.hiveworkshop.com/threads/local-sound-stuff.274608/","","","","notStarted",""
"Map size / sounds","https://www.hiveworkshop.com/threads/external-music-system-v-1-5.274585/","","","","notStarted",""
"Map size / sounds","Jass script says nothing found in selected folder, what script reports this and see if you could get the folder right","","","","completed",""
"Map size / sounds","Music4 didnt work (did not play the song, but tried)","","","","completed",""
"Map size / sounds","Music3 worked but is it usable as it plays SOUND not MUSIC","","","","completed",""
"Map size / sounds","See Embercraft map for music function too","","","","completed",""
"Map size / sounds","See Zwiebelchen post about external music: https://www.hiveworkshop.com/threads/load-music-to-game-from-mpq-archive.268590/#post-2716630","","","","completed",""
"Map size / sounds","exmusic2 debug command worked, others didnt","","","","completed",""
"Map size / sounds","We should implement external play sound too; it then we should be able to set the GUI variable DialogSound to what we want, and the JASS system will return the duration of the sound back","","","","completed",""
"Map size / sounds","Then in Cinematic Transmission we always just have DialogSound and DialogSoundDuration","","","","completed",""
"Map size / sounds","DialogSound variable just needs to be set after every CinematicTransmission","","","","completed",""
"Map size / sounds","Musics seemed to work, but ExMusic_Playtrack(integer) does not match with index set in function INIT !!!!!!!!!","","","","completed",""
"Map size / sounds","Actually, CinematicTransmission should have <no sound> and sound will be played by the ExSound system","","","","completed",""
"Map size / sounds","Also create ExAmbient system similar to ExSound system","","","","completed",""
"Map size / sounds","We select the audio at transmission like: call ExSound_Play(Nazgrek_001, volume, 3d?, etc settings) and ExSound will get the duration of the sound and return it GUI by setting real SoundDuration","","","","completed",""
"Map size / sounds","In ExSound we have to map all file paths to correct like Nazgrek_0001 = ""filepath.mp3""","","","","completed",""
"Map size / sounds","Note that doing this is great work and very manual at start","","","","completed",""
"Map size / sounds","1) First copy all sound/music files into WC3 directory","","","","completed",""
"Map size / sounds","2) start mapping sounds inside jass script","","","","completed",""
"Map size / sounds","3) start creating trigger custom script calls to ExMusic and ExSound","","","","completed",""
"Map size / sounds","ExSoundSystem seems to be working (at least ExSound_Play())","","","","completed",""
"Map size / sounds","Now start to make trigger modifications","","","","completed",""
"Map size / sounds","Critical note: what if the player hasnt installed sound files: then the duration is always 0","","","","completed",""
"Map size / sounds","Add debug warning if sound missing","","","","completed",""
"Map size / sounds","Fallback duration if no sound file found","","","","completed",""
"Map size / sounds",">>>>>>>> see chatgpt for implementation","","","","completed",""
"Map size / sounds","Is it possible to get estimated duration based on the text string length?","","","","completed",""
"Map size / sounds","First set DialogString to text that want to use for transmission","","","","completed",""
"Map size / sounds","Then that is send to ExSoundSystem and it will return ExSoundDuration calculated from DialogString length IF player does NOT have external sound files on his computer","","","","completed",""
"Map size / sounds","This means lots of changing too, basically lots of variables and functions for one transmission - need to test and draft this idea whether it could modularized better","","","","completed",""
"Map size / sounds","Test how the ExSound works when two sounds are played from different units but almost simultaneosly; does playing other sound stop the first sound?? - if does then need to tweak - RESULT: playing new sound stops the previous","","","","completed",""
"Map size / sounds","TASK: selvitä kaikki musat mitkä tuotu WE ja ota kaikki yhteen kansioon","","","","completed",""
"Map size / sounds","TASK: selvitä onko sellaisia mysic tiedostoja mitä haluaa lisäksi tuoda","","","","completed",""
"Map size / sounds","TASK: kaikki .mp3 tai muu audio tiedostot Save as folder talteen","","","","completed",""
"Map size / sounds","Pientä input lag ExSound ennen kuin toistaa - ks chatgpt kanssa onko parannettavissa - vaatii PRELOAD sounds - eli kaikki audio pitää toistaa ja stopata Init vaiheessa","","","","completed",""
"Map size / sounds","Poista imported sounds/music vasta kun oot: Make changes to each every cinematic / sound / music related triggers","","","","notStarted",""
"Map size / sounds","See chatgpt fir various implementations - note: latest ones gpt only seems to know abou PlayAmbience, not the full system!","","","","completed",""
"Map size / sounds","Preload should be done when game run is 0s not at map init?","","","","completed",""
"Map size / sounds","Started re-doing Cinematic Transmission in Quests of Grum, maybe best would also to set array ExSoundUnit and ExSoundUnitNumber and leave Cinematic Transmission always as default with pre set variables? Doesnt really mather, work there is much still","","","","completed",""
"Map size / sounds","ExMusic system seems to work; idk if there is still some issue that it doesnt immediately play the music if its still loading the previous","","","","completed",""
"Map size / sounds","Huge number ExSound_Register and ExSound_RegisterSequence tasks to do in ExSound.jass","","","","completed",""
"Kribugs","Add visual floating text timer for trade time","","","","completed",""
"Kribugs","camera angle / zoom bad","","","","notStarted",""
"Kribugs","The Ogre Ate Too Much (after multiple meat quests)

Ogre stuffed himself on bad mushrooms, now his belly aches. Kribugs wants you to fetch herbs (or a potion) to fix him.

Possible comedy: Ogre keeps groaning or burping until fixed.","","","","notStarted",""
"Kribugs","Meat for the Ogre (repeatable)

Ogre demands a giant bone or chunk of meat. Kribugs frames it as “special trade deal,” but really it’s just lunch.

The quest could involve slaying beasts or “buying” overpriced meat from another vendor.","","","","notStarted",""
"Kribugs","Kribugs’ ‘Special Deal’

Kribugs offers to sell you something rare… 

This will create random item that can be anything really - player has to pay 1000g its gamble","","","","notStarted",""
"Kribugs","Angry Customers

Some bandits, gnolls, or rival traders are mad at Kribugs for “bad deals.” They show up, and you have to chase them off.","","","","notStarted",""
"Kribugs","See chatgpt for voicelines","","","","completed",""
"Kribugs","Special deal needs dialogs02","","","","completed",""
"Kribugs","Ogre sounds for the carrier ogre, also fart / burp etc sounds","","","","notStarted",""
"Kribugs","Cant return quest Old Sandwitch","","","","completed",""
"Kribugs","Kribugs ogre carrier will use (triggered) some magic potion to run faster when encountered/after interaction by player - ""Hey what did you drink??! Stoooop!""","","","","notStarted",""
"Kribugs","Kribugs no quest mark was created when taking quest","","","","notStarted",""
"Kribugs","Kribugs initial quest mark is on Horde base Bestmaster ????? But not on any unit","","","","completed",""
